# Global soil respiration database version 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,pdsi_pm,pdsi
4651,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1999,1,61.8,24.31666667,152,None,,,130,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,581,,15,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.44,,0.1197,0.107,0,,,,2.203,2.915,2.915,2.915,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,6.62,,1,Figure 3,,4.02
4652,00:00.0,2747,Pumpanen,,,BBL,Finland,,,2000,1,61.8,24.31666667,152,None,,,130,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,560,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.44,,0.1197,0.107,0,,,,2.203,2.915,2.915,2.915,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,676.5,4.96,2000,84.841,1.062,1.016,6.28,,1,Figure 3,,4.02
4653,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1998,1,61.8,24.31666667,152,"Clearcut, logging residue",,,0,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,884,,76,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.51,,0.1645,0.1064,0,,,,3.01,2.898,2.898,2.898,2.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,560.7,2.99,1998,84.841,1.062,-0.349,7.62,,1,Figure 3,,4.02
4654,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1999,1,61.8,24.31666667,152,"Clearcut, logging residue",,,1,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,776,,16,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.51,,0.2047,0.0637,0,,,,2.443,1.891,1.891,1.891,1.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,7.25,,1,Figure 3,,4.02
4655,00:00.0,2747,Pumpanen,,,BBL,Finland,,,2000,1,61.8,24.31666667,152,"Clearcut, logging residue",,,2,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,798,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.51,,0.2047,0.0637,0,,,,2.443,1.891,1.891,1.891,1.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,676.5,4.96,2000,84.841,1.062,1.016,7.69,,1,Figure 3,,4.02
4656,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1997,1,61.8,24.31666667,152,"Clearcut, no residue",,,130,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,518,,16,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.71,,0.1089,0.1086,0,,,,2.037,2.962,2.962,2.962,2.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,475.8,3.47,1997,84.841,1.062,-1.35,7.34,,1,Figure 3,,4.02
4657,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1998,1,61.8,24.31666667,152,"Clearcut, no residue",,,0,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,496,,28,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.71,,0.1237,0.0637,0,,,,1.477,1.891,1.891,1.891,1.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,560.7,2.99,1998,84.841,1.062,-0.349,8.13,,1,Figure 3,,4.02
4658,00:00.0,2747,Pumpanen,,,BBL,Finland,,,1999,1,61.8,24.31666667,152,"Clearcut, no residue",,,1,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,535,,4,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.71,,0.0927,0.105,0,,,,1.672,2.858,2.858,2.858,2.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,8.4,,1,Figure 3,,4.02
4659,00:00.0,2747,Pumpanen,,,BBL,Finland,,,2000,1,61.8,24.31666667,152,"Clearcut, no residue",,,2,Pinus sylvestris; Picea abies,Boreal,Forest,Managed,Evergreen,Mature,Haplic podzol,Dry,,,,,,2.9,709,,,,IRGA,7,0.75,,541,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,0,20,,0.71,,0.0927,0.105,0,,,,1.672,2.858,2.858,2.858,2.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.317,61.75,24.25,590.34,3.33,676.5,4.96,2000,84.841,1.062,1.016,8.51,,1,Figure 3,,4.02
4660,00:00.0,5935,Wang,,Q01,BBL,China,,,2004,1,26.74416667,115.0591667,102,None,,,19,Pinus elliottii,Subtropical,Forest,Managed,Evergreen,Aggrading,Red earth,Dry,1.5,,,,,17.9,1469,,,,Gas chromatography,7,1,,705,,11,,,,,,,,,,,,,,2.21,2.38,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,32,,0.61,5,1.537,0.058,15,,,Positive,1.15,,1.786,1.786,,1.786,3,32,,,,,,,,,,,,,,,,5.6,16.5,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1412.8,17.83,2004,314.977,0.434,-0.378,17.962,,1,MGRsD,,-0.947
4661,00:00.0,5935,Wang,,Q01,BBL,China,,,2005,1,26.74416667,115.0591667,102,None,,,19,Pinus elliottii,Subtropical,Forest,Managed,Evergreen,Aggrading,Red earth,Dry,1.5,,,,,17.9,1469,,,,Gas chromatography,7,1,,720,,46,,,,,,,,,,,,,,2.36,2.28,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,32,,0.61,5,1.537,0.058,15,,,Positive,1.15,,1.786,1.786,,1.786,3,32,,,,,,,,,,,,,,,,5.6,16.5,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1412.8,17.44,2005,314.977,0.434,-0.378,17.962,,1,MGRsD,,-0.947
4662,00:00.0,5935,Wang,,Q01,BBL,China,,,2006,1,26.74416667,115.0591667,102,None,,,19,Pinus elliottii,Subtropical,Forest,Managed,Evergreen,Aggrading,Red earth,Dry,1.5,,,,,17.9,1469,,,,Gas chromatography,7,1,,785,,42,,,,,,,,,,,,,,2.52,2.62,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,32,,0.61,5,1.537,0.058,15,,,Positive,1.15,,1.786,1.786,,1.786,3,32,,,,,,,,,,,,,,,,5.6,16.5,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1688.8,17.93,2006,314.977,0.434,0.498,17.962,,1,MGRsD,,-0.947
4663,00:00.0,5935,Wang,,Q01,BBL,China,,,2007,1,26.74416667,115.0591667,102,None,,,19,Pinus elliottii,Subtropical,Forest,Managed,Evergreen,Aggrading,Red earth,Dry,1.5,,,,,17.9,1469,,,,IRGA,7,1,,725,,14,,,,,,,,,,,,,,2.16,2.56,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,32,,0.61,5,1.537,0.058,15,,,Positive,1.15,,1.786,1.786,,1.786,3,32,,,,,,,,,,,,,,,,5.6,16.5,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1380.7,18.33,2007,314.977,0.434,-0.48,17.962,,1,MGRsD,,-0.947
4664,00:00.0,5935,Wang,,Q01,BBL,China,,,2008,1,26.74416667,115.0591667,102,None,,,19,Pinus elliottii,Subtropical,Forest,Managed,Evergreen,Aggrading,Red earth,Dry,1.5,,,,,17.9,1469,,,,IRGA,7,1,,745,,11,,,,,,,,,,,,,,2.31,2.59,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,32,,0.61,5,1.537,0.058,15,,,Positive,1.15,,1.786,1.786,,1.786,3,32,,,,,,,,,,,,,,,,5.6,16.5,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1506.6,17.74,2008,314.977,0.434,-0.081,17.962,,1,MGRsD,,-0.947
4665,00:00.0,5935,Wang,,Q01,BBL,China,,,2009,1,26.74416667,115.0591667,102,None,,,19,Pinus elliottii,Subtropical,Forest,Managed,Evergreen,Aggrading,Red earth,Dry,1.5,,,,,17.9,1469,,,,IRGA,7,1,,730,,,,,,,,,,,,,,,,2.17,2.55,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,32,,0.61,5,1.537,0.058,15,,,Positive,1.15,,1.786,1.786,,1.786,3,32,,,,,,,,,,,,,,,,5.6,16.5,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1324.1,18.17,2009,314.977,0.434,-0.66,17.962,,1,MGRsD,,-0.947
4666,00:00.0,5957,Kocyigit,,,BBL,USA,Kansas,Kansas State University North Agronomy Farm,,1,39.18,-96.57,,Conventional till,,10,1,Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,Silt loam (Cumulic Hapludoll),Dry,1.42,,,,,13,890,,,,IRGA,,,,,,,,,,,,,,,,,,,2.73,,,,,,None,,,,,,5,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,-0.43,39.25,-96.75,840.38,12.71,,,,179.839,0.756,,,,,,,0.008
4667,00:00.0,5957,Kocyigit,,,BBL,USA,Kansas,Kansas State University North Agronomy Farm,,1,39.18,-96.57,,No-till,,10,1,Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,Silt loam (Cumulic Hapludoll),Dry,1.36,,,,,13,890,,,,IRGA,,,,,,,,,,,,,,,,,,,2.25,,,,,,None,,,,,,5,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,-0.43,39.25,-96.75,840.38,12.71,,,,179.839,0.756,,,,,,,0.008
4668,00:00.0,6010,Takahashi,,,BBL,Thailand,Kanchanaburi,Mae Klong Watershed Research Station,1997,1,14.58333333,98.86666667,150,None,,,,Shorea siamensis; Vitex peduncularis; Dillenia parviflora; Xylia xylocarpa,Tropical,Forest,Unmanaged,Evergreen,Mature,Alfisols,Dry,,,,,,25,1650,,,1927,IRGA,30,1,Exclusion,1908,,136,,,,,500,370,1538,0.194,,,,,,7.09,5.3,,,,None,g C/m2/day,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,295.5,,,,,17.3,,,525,400,125,110,12600,120,,0.417,0.133,14.75,98.75,1749.7,24.81,2021.5,24.9,1997,255.48,0.372,1.064,,,,,,0.366
4669,00:00.0,6010,Takahashi,,,BBL,Thailand,Kanchanaburi,Mae Klong Watershed Research Station,1997,1,14.58333333,98.86666667,150,None,,,,Shorea siamensis; Vitex peduncularis; Dillenia parviflora; Xylia xylocarpa,Tropical,Forest,Unmanaged,Evergreen,Mature,Alfisols,Dry,,,,,,25,1650,,,1243,IRGA,30,1,Exclusion,1715,,,,,,,,,,,,,,,,7.09,5.3,,,,None,g C/m2/day,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,294,,,,,17.3,,,525,400,125,110,12600,120,,0.417,0.133,14.75,98.75,1749.7,24.81,2021.5,24.9,1997,255.48,0.372,1.064,,,,,,0.366
4670,00:00.0,6010,Takahashi,,,BBL,Thailand,Kanchanaburi,Mae Klong Watershed Research Station,1997,1,14.58333333,98.86666667,250,None,,,,Shorea siamensis; Vitex peduncularis; Dillenia parviflora; Xylia xylocarpa,Tropical,Forest,Unmanaged,Evergreen,Mature,Alfisols,Dry,,,,,,25,1650,,,1927,IRGA,30,1,Exclusion,1629,,,,,,,311,564,1065,0.346,,,,,,6.03,3.93,,,,None,g C/m2/day,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,295.5,,,,,17.3,,,1415,1215,200,150.5,11200,120,,0.417,0.133,14.75,98.75,1749.7,24.81,2021.5,24.9,1997,255.48,0.372,1.064,,,,,,0.366
4671,00:00.0,6010,Takahashi,,,BBL,Thailand,Kanchanaburi,Mae Klong Watershed Research Station,1997,1,14.58333333,98.86666667,250,None,,,,Shorea siamensis; Vitex peduncularis; Dillenia parviflora; Xylia xylocarpa,Tropical,Forest,Unmanaged,Evergreen,Mature,Alfisols,Dry,,,,,,25,1650,,,1243,IRGA,30,1,Exclusion,,,,,,,,,,,,,,,,,6.03,3.93,,,,None,g C/m2/day,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,294,,,,,17.3,,,1415,1215,200,150.5,11200,120,,0.417,0.133,14.75,98.75,1749.7,24.81,2021.5,24.9,1997,255.48,0.372,1.064,,,,,,0.366
4672,00:00.0,6010,Takahashi,,,BBL,Thailand,Kanchanaburi,Mae Klong Watershed Research Station,1997,1,14.58333333,98.86666667,350,None,,,,Shorea siamensis; Vitex peduncularis; Dillenia parviflora; Xylia xylocarpa,Tropical,Forest,Unmanaged,Evergreen,Mature,Alfisols,Dry,,,,,,25,1650,,,1927,IRGA,30,1,Exclusion,1199,,157,,,,,113,439,760,0.366,,,,,,6.12,2.87,,,,None,g C/m2/day,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,295.5,,,,,17.3,,,1705,1485,220,137,11500,120,,0.417,0.133,14.75,98.75,1749.7,24.81,2021.5,24.9,1997,255.48,0.372,1.064,,,,,,0.366
4673,00:00.0,6010,Takahashi,,,BBL,Thailand,Kanchanaburi,Mae Klong Watershed Research Station,1997,1,14.58333333,98.86666667,350,None,,,,Shorea siamensis; Vitex peduncularis; Dillenia parviflora; Xylia xylocarpa,Tropical,Forest,Unmanaged,Evergreen,Mature,Alfisols,Dry,,,,,,25,1650,,,1243,IRGA,30,1,Exclusion,1421,,,,,,,,,,,,,,,,6.12,2.87,,,,None,g C/m2/day,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,294,,,,,17.3,,,1705,1485,220,137,11500,120,,0.417,0.133,14.75,98.75,1749.7,24.81,2021.5,24.9,1997,255.48,0.372,1.064,,,,,,0.366
4674,00:00.0,6031,Jha,,,BBL,India,,Central Soil and Water Conservation Research and Training Institute,2007.5,1.5,27.16666667,78.03333333,165,None,,,,Jatropha curcas,Subtropical,Forest,Unmanaged,Evergreen,Mature,Loamy sand (Entisols),Dry,,,82,11,7,,725,,,,Alkali absorption,30,1,,666,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.167,-0.033,27.25,78.25,681.34,25.8,874.2,25.56,2008,173.68,0.436,1.11,,,,,3.62,2.671
4675,00:00.0,6031,Jha,,,BBL,India,,Central Soil and Water Conservation Research and Training Institute,2007.5,1.5,27.16666667,78.03333333,165,None,,,,Leucaena leucocephala,Subtropical,Forest,Unmanaged,Evergreen,Mature,Loamy sand (Entisols),Dry,,,79,15,6,,725,,,,Alkali absorption,30,1,,759,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,-0.167,-0.033,27.25,78.25,681.34,25.8,874.2,25.56,2008,173.68,0.436,1.11,,,,,3.62,2.671
4676,00:00.0,6031,Jha,,,BBL,India,,Central Soil and Water Conservation Research and Training Institute,2007.5,1.5,27.16666667,78.03333333,165,None,,,,Acacia nilotica,Subtropical,Forest,Unmanaged,Evergreen,Mature,Loamy sand (Entisols),Dry,,,82,11,6,,725,,,,Alkali absorption,30,1,,859,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,-0.167,-0.033,27.25,78.25,681.34,25.8,874.2,25.56,2008,173.68,0.436,1.11,,,,,3.62,2.671
4677,00:00.0,6031,Jha,,,BBL,India,,Central Soil and Water Conservation Research and Training Institute,2007.5,1.5,27.16666667,78.03333333,165,None,,,,Azadirachta indica,Subtropical,Forest,Unmanaged,Evergreen,Mature,Loamy sand (Entisols),Dry,,,78,15,8,,725,,,,Alkali absorption,30,1,,827,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,-0.167,-0.033,27.25,78.25,681.34,25.8,874.2,25.56,2008,173.68,0.436,1.11,,,,,3.62,2.671
4678,00:00.0,6031,Jha,,,BBL,India,,Central Soil and Water Conservation Research and Training Institute,2007.5,1.5,27.16666667,78.03333333,165,None,,,,Prosopis juliflora,Subtropical,Forest,Unmanaged,Evergreen,Mature,Loamy sand (Entisols),Dry,,,77,14,8,,725,,,,Alkali absorption,30,1,,757,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,-0.167,-0.033,27.25,78.25,681.34,25.8,874.2,25.56,2008,173.68,0.436,1.11,,,,,3.62,2.671
4679,00:00.0,6040,Saraswathi,,,BBL,India,,,2005.5,1,10,78.16666667,133,None,,,10,Heteropogon contortus,Tropical,Grassland,Unmanaged,Deciduous,Mature,Lateric loam,Dry,,,,,,,,,,,IRGA,30,1,,1605,,,13.35,315,1.27,105,,,,,,,,,,8.7,,,,,Negative,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.167,10.25,78.25,948.5,27.79,1096.6,27.89,2006,187.18,0.329,0.791,,,,,-0.55,0.51
4680,00:00.0,6040,Saraswathi,,,BBL,India,,,2005.5,1,10,78.16666667,133,Clearcut,,,10,None,Tropical,Grassland,Unmanaged,Deciduous,Mature,Lateric loam,Dry,,,,,,,,,,,IRGA,30,1,,1593,,,7.32,315,0.67,105,,,,,,,,,,5.96,,,,,Negative,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.167,10.25,78.25,948.5,27.79,1096.6,27.89,2006,187.18,0.329,0.791,,,,,-0.55,0.51
4681,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,None,,,,Acacia magnium,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,870,11,,3.84,215,0.97,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4682,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,None,,,,Eucalyptus urophylla,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,1413,20,,5.83,215,1.02,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4683,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,Fertilized,5 g N/m2/yr,,,Acacia magnium,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,909,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4684,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,Fertilized,5 g N/m2/yr,,,Eucalyptus urophylla,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,1051,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4685,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,Fertilized,1 g P/m2/yr,,,Acacia magnium,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,924,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4686,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,Fertilized,1 g P/m2/yr,,,Eucalyptus urophylla,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,1041,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4687,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,Fertilized,"5 g N/m2/yr, 1 g P/m2/yr",,,Acacia magnium,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,931,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4688,00:00.0,6058,Cao,,,BBL,China,,Heshan Hilly Land Interdisciplinary Experimental Station,2006.5,1,22.68333333,112.9,,Fertilized,"5 g N/m2/yr, 1 g P/m2/yr",,,Eucalyptus urophylla,Subtropical,Forest,Managed,Evergreen,Aggrading,Oxisols,Dry,,,,,,21.7,1900,,,,Gas chromatography,30,1,,1010,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,0.1,22.75,112.75,1705.67,21.87,1304.4,22.38,2007,299.546,0.36,-1.34,,,,,,-0.482
4689,00:00.0,6064,Chae,,,BBL,South Korea,,,2002,1,37.75704722,127.1532278,,None,,,140,Quercus serrata; Carpinus laxiflora,Temperate,Forest,Natural,Deciduous,Mature,Sandy loam (Alfisol),Dry,0.86,,46,8,46,11.5,1436,,11,,IRGA,14,1,,914,,41,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,21,,0.73,10,0.36,0.14,0,,,Mixed,1.46,4.055,4.055,4.055,4.055,,,,,,,,,,,,,,,,,,,5.5,,,11250,,,,,,,,0.243,-0.153,37.75,127.25,1470.91,9.38,1346.9,9.3,2002,272.708,0.536,-0.455,10.472,TAIR_0,1,MGRsD,,1.89
4690,00:00.0,6064,Chae,,,BBL,South Korea,,,2003,1,37.75704722,127.1532278,,None,,,140,Quercus serrata; Carpinus laxiflora,Temperate,Forest,Natural,Deciduous,Mature,Sandy loam (Alfisol),Dry,0.86,,46,8,46,11.5,1436,,11,,IRGA,14,1,,856,,163,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,21,,0.63,10,0.36,0.13,0,,,Mixed,1.321,3.669,3.669,3.669,3.669,,,,,,,,,,,,,,,,,,,5.5,,,11250,,,,,,,,0.243,-0.153,37.75,127.25,1470.91,9.38,1945.8,9.26,2003,272.708,0.536,1.741,10.802,TAIR_0,1,MGRsD,,1.89
