# Global soil respiration database version 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,pdsi_pm,pdsi
27,00:00.0,2182,Wang,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1930,1999.5,1.5,55.91,-98.51,,None,,,71,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,1,,233,,,3.1,220,0.05,110,,,,,,,,,1.49,,,,,"Exponential (other), ln(R)=a+b(T+d)+c(T+d)^2",Positive,umol CO2/m2/s,-3,14,,0.78,10,-8.454,0.822,-0.018,10,,,2.28,17.29,2.89,,,27.5,0,5,,,,,,94,326,233.1,93,42,,19.8,42,61.8,,3,20.3,3880,3400,480,340,140,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.09,-0.49,55.75,-98.75,496.74,-3.16,487.6,-1.89,2000,58.467,1.224,-0.156,,,,,,-5.85
28,00:00.0,2182,Wang,,Q02,BBL,Canada,Manitoba,BOREAS NSA-W1850; NOBS,1999.5,1.5,55.88,-98.48,,None,,,151,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Luvic gleysol (Aqualf),Wet,,,,,,0.8,450,,,,IRGA,30,1,,264,,,3.1,220,0.05,110,,,,,,,,,1.49,,,,,"Exponential (other), ln(R)=a+b(T+d)+c(T+d)^2",Positive,umol CO2/m2/s,-3,14,,0.78,10,-8.454,0.822,-0.018,10,,,2.28,17.29,2.89,,,27.5,0,5,,,,,,11,262,216.4,45.6,16.8,,13.4,16.8,30.2,,1.1,16.6,3450,3100,350,250,100,,,,LAI from Bond-Lamberty (2002); C from Wang (2003) and Gower (1997),0.12,0.48,55.75,-98.25,507.6,-3.16,599.7,-2.38,2000,66.442,1.236,1.386,,,,,,-4.208
29,00:00.0,469,Ewel,,Q02,BBL,USA,Florida,Ewel9,1984,1,29.95,-82.11,,None,,,9,Pinus elliottii,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic Haplaquod,Dry,,,,,,,,,,,IRGA,30,1,Exclusion,850,,,,,,,,434,417,0.51,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,,,,11900,100,"Litter data are from Gholz 1985, different sites",0.05,0.11,29.75,-82.25,1220.79,20.24,1017.3,20.16,1984,200.054,0.536,-1.017,,,,,,2.142
30,00:00.0,469,Ewel,,Q02,BBL,USA,Florida,Ewel29,1984,1,29.95,-82.11,,None,,,29,Pinus elliottii,Temperate,Forest,Managed,Evergreen,Mature,Ultic Haplaquod,Dry,,,,,,,,,,,IRGA,30,1,Exclusion,1300,,,,,,,,806,494,0.62,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,,,,,,,10300,100,"Litter data are from Gholz 1985, different sites",0.05,0.11,29.75,-82.25,1220.79,20.24,1017.3,20.16,1984,200.054,0.536,-1.017,,,,,,2.142
31,00:00.0,148,Edwards,,Q01,BBL,USA,Tennessee,Oak Ridge,1977,1,35.99,-84.29,,None,,,50,Liriodendron tulipifera,Temperate,Forest,Natural,Deciduous,Mature,Emory cherty silt loam,Dry,,,,,,13.3,1265,,,,IRGA,14,1,Extraction,1065,,,6.58,250,0,70,,373,692,0.35,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,1750,,,,,,450,,161,450,611,,,,,,,,340,,12850,60,Site previously desribed by Sollins (1973) and Reichle (1973); Rs_max estimated from figure,0.01,0.29,35.75,-84.25,1319.73,14.83,1449.3,14.93,1977,209.974,0.633,0.617,,,,,,1.728
32,00:00.0,4179,Edwards,,,BBL,USA,Tennessee,Oak Ridge,1977,1,35.99,-84.29,,None,,,50,Liriodendron tulipifera,Temperate,Forest,Natural,Deciduous,Mature,Emory cherty silt loam,Dry,,,,,,13.3,1265,,,,IRGA,,1,,1036,,,5.79,270,0.39,80,,,,,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,1750,,,,,,450,,161,450,611,,,,,,,,,,,,,0.01,0.29,35.75,-84.25,1319.73,14.83,1449.3,14.93,1977,209.974,0.633,0.617,,,,,,1.728
33,00:00.0,951,Haynes,,Q10,BBL,USA,Wisconsin,Haynes1,1991,1,46.17,-89.67,,None,,,31,Pinus resinosa,Temperate,Forest,Managed,Evergreen,Mature,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586,,,,Soda lime,30,0.6,Exclusion,541,30,29,,,,,,362,496,0.42,,,,,,,,,,"Exponential (other), R=a 10^(b(T-c))",Positive,g CO2/m2/hr,,,,0.8,10,0.158,0.023,0,,,,1.68,1.7,1.7,1.7,1.7,1.94,0,20,,,,,,,,,,215.5,758,146,205.2,351.2,,,42.4,,,,,431,,,,Model units corrected from mg CO2/m2/hr,-0.17,-0.33,46.25,-89.75,800.17,4.33,1063.3,4.86,1991,140.295,0.888,1.876,3.97,,1,Rs_Ts_Relationship,,-0.42
34,00:00.0,951,Haynes,,Q10,BBL,USA,Wisconsin,Haynes1,1991,1,46.17,-89.67,,Fertilization,300 kgN/ha/yr,,31,Pinus resinosa,Temperate,Forest,Managed,Evergreen,Mature,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586,,,,Soda lime,30,0.6,Exclusion,478,17,54,,,,,,88,390,0.18,,,,,,,,,,"Exponential (other), R=a 10^(b(T-c))",Positive,g CO2/m2/hr,,,,0.8,10,0.158,0.023,0,,,,1.68,1.7,1.7,1.7,1.7,1.94,0,20,,,,,,,,,,215.5,535,162,0,162,,,38.8,,,,,431,,,,Model units corrected from mg CO2/m2/hr,-0.17,-0.33,46.25,-89.75,800.17,4.33,1063.3,4.86,1991,140.295,0.888,1.876,3.97,,1,Rs_Ts_Relationship,,-0.42
35,00:00.0,951,Haynes,,Q10,BBL,USA,Wisconsin,Haynes1,1992,1,46.17,-89.67,,None,,,31,Pinus resinosa,Temperate,Forest,Managed,Evergreen,Mature,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586,,,,Soda lime,30,0.6,Exclusion,483,20,29,,,,,,362,496,0.42,,,,,,,,,,"Exponential (other), R=a 10^(b(T-c))",Positive,g CO2/m2/hr,,,,0.8,10,0.158,0.023,0,,,,1.68,1.7,1.7,1.7,1.7,1.94,0,20,,,,,,,,,,215.5,618,151,200.2,351.2,,,42.4,,,,,431,,,,Model units corrected from mg CO2/m2/hr,-0.17,-0.33,46.25,-89.75,800.17,4.33,786,4.31,1992,140.295,0.888,-0.101,3.97,,1,Rs_Ts_Relationship,,-0.42
36,00:00.0,951,Haynes,,Q10,BBL,USA,Wisconsin,Haynes1,1992,1,46.17,-89.67,,Fertilization,300 kgN/ha/yr,,31,Pinus resinosa,Temperate,Forest,Managed,Evergreen,Mature,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586,,,,Soda lime,30,0.6,Exclusion,374,7,54,,,,,,-16,390,-0.04,,,,,,,,,,"Exponential (other), R=a 10^(b(T-c))",Positive,g CO2/m2/hr,,,,0.8,10,0.158,0.023,0,,,,1.68,1.7,1.7,1.7,1.7,1.94,0,20,,,,,,,,,,215.5,253,187,0,187,,,38.8,,,,,431,,,,Model units corrected from mg CO2/m2/hr,-0.17,-0.33,46.25,-89.75,800.17,4.33,786,4.31,1992,140.295,0.888,-0.101,3.97,,1,Rs_Ts_Relationship,,-0.42
37,00:00.0,951,Haynes,,Q10,BBL,USA,Wisconsin,Haynes1,1993,1,46.17,-89.67,,None,,,31,Pinus resinosa,Temperate,Forest,Managed,Evergreen,Mature,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586,,,,Soda lime,30,0.6,Exclusion,505,20,29,,,,,,362,496,0.42,,,,,,,,,,"Exponential (other), R=a 10^(b(T-c))",Positive,g CO2/m2/hr,,,,0.8,10,0.158,0.023,0,,,,1.68,1.7,1.7,1.7,1.7,1.94,0,20,,,,,,,,,,215.5,791,110,241.2,351.2,,,42.4,,,,,431,,,,Model units corrected from mg CO2/m2/hr,-0.17,-0.33,46.25,-89.75,800.17,4.33,780.1,3.73,1993,140.295,0.888,-0.143,3.97,,1,Rs_Ts_Relationship,,-0.42
38,00:00.0,951,Haynes,,Q10,BBL,USA,Wisconsin,Haynes1,1993,1,46.17,-89.67,,Fertilization,300 kgN/ha/yr,,31,Pinus resinosa,Temperate,Forest,Managed,Evergreen,Mature,Haplorthod (loamy fine sand),Dry,,,,,,4.2,586,,,,Soda lime,30,0.6,Exclusion,404,6,54,,,,,,14,390,0.03,,,,,,,,,,"Exponential (other), R=a 10^(b(T-c))",Positive,g CO2/m2/hr,,,,0.8,10,0.158,0.023,0,,,,1.68,1.7,1.7,1.7,1.7,1.94,0,20,,,,,,,,,,215.5,342,164,0,164,,,38.8,,,,,431,,,,Model units corrected from mg CO2/m2/hr,-0.17,-0.33,46.25,-89.75,800.17,4.33,780.1,3.73,1993,140.295,0.888,-0.143,3.97,,1,Rs_Ts_Relationship,,-0.42
39,00:00.0,754,Bowden,,,BBL,USA,Massachusetts,Harvard,1991,1,42.5,-72.15,,None,,140,80,Quercus borealis; Acer rubrum; Betula papyrifera,Temperate,Forest,Natural,Deciduous,Mature,"Inceptisol, Charlton series",Dry,,,,,,6,1172,,,,Soda lime,7,0.25,Exclusion,371,,,,,,,137,122,249,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,29.7,,,,,293,,,,,0.5,0.15,42.75,-72.25,1077.37,7.47,1258.5,7.85,1991,167.449,0.73,1.082,,,,,,-1.417
40,00:00.0,461,Buyanovsky,,Q01,BBL,USA,Missouri,Tucker Prairie Research Station,1985,3,38.9,-92.33,,None,,,1,Andropogon gerardi,Temperate,Grassland,Natural,Deciduous,Aggrading,Silt loam,Dry,0.95,,,,,12.5,973,790,,,Alkali absorption,20,1,Isotope,316,,,,,,,55,87,229,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,215,235,235,,193,235,428,,,,,408,,801,801,10750,,,Rs estimated from graph,0.1,0.33,38.75,-92.25,1010.33,12.59,1428.9,11.57,1985,219.733,0.759,1.905,,,,,,1.256
41,00:00.0,461,Buyanovsky,,Q01,BBL,USA,Missouri,Sanborn Field,1985,3,38.9,-92.33,,None,,,1,Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,Silt loam,Dry,1.37,,,,,12.5,973,790,,,Alkali absorption,20,1,Isotope,330,,,,,,,124,45,285,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,253,290,290,,90,338,428,,,,,,,,290,6750,,,Rs estimated from graph,0.1,0.33,38.75,-92.25,1010.33,12.59,1428.9,11.57,1985,219.733,0.759,1.905,,,,,,1.256
42,00:00.0,1908,Swanson,,,BBL,Canada,Saskatchewan,BOREAS SSA-OBS,1996,1,53.99,-105.12,617,None,,,120,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Clay-sand,Medium,,,,,,,,,,,IRGA,60,1,,,,,,,,,,,,,,,,,0,,,,,Other,Positive,umol CO2/m2/s,0,18,80,0.86,15,,,,,,Negative,2,3.8,3.8,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,53.75,-105.25,449.26,0.55,420,-1.25,1996,79.512,1.131,-0.368,,,,,,1.009
43,00:00.0,1908,Swanson,,,BBL,Canada,Saskatchewan,BOREAS SSA-OBS,1996,1,53.99,-105.12,617,None,,,120,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Clay-sand,Wet,,,,,,,,,,,IRGA,60,1,,,,,,,,,,,,,,,,,0,,,,,Other,Positive,umol CO2/m2/s,0,18,80,0.91,15,,,,,,Negative,1.8,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,53.75,-105.25,449.26,0.55,420,-1.25,1996,79.512,1.131,-0.368,,,,,,1.009
44,00:00.0,2459,Subke,,,BBL,Germany,,Wiedenbrunnen2,1999,4,50.13,11.87,760,None,,,112,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,6,1019,,,,IRGA,0.04,0.67,,560,22,43,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",Positive,,,,822,0.72,5,2.05,304,56.02,-46.02,,Positive,2.05,3.25,2.66,2.27,2.72,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,721.4,7.04,1999,97.806,0.896,-0.241,,,,,,1.684
45,00:00.0,2459,Subke,,,BBL,Germany,,Wiedenbrunnen2,1999,4,50.13,11.87,760,None,,,112,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,6,1019,,,,IRGA,0.04,0.67,,560,22,43,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,,,,822,0.7,5,2.03,2.61,0,,,Positive,2.03,2.61,2.61,2.61,2.61,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,721.4,7.04,1999,97.806,0.896,-0.241,,,,,,1.684
46,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen,1997.5,1,50.13,11.87,770,None,,,47,Picea abies,Temperate,Forest,Managed,Evergreen,Aggrading,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,Exclusion,710,,,,,,,107,210,500,0.3,,,,,0.73,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,20,0.8,5,0.98,0.088,0,,,None,2.36,2.41,2.41,2.41,2.41,,,,,,,,,,,,290,290,,240,290,530,,10.4,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
47,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen,1997.5,1,50.13,11.87,770,None,,,47,Picea abies,Temperate,Forest,Managed,Evergreen,Aggrading,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,Exclusion,710,,,,,,,107,210,500,0.3,,,,,0.73,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,23,0.62,10,1.24,0.085,0,,,None,2.9,2.34,2.34,2.34,2.34,,,,,,,,,,,,290,290,,240,290,530,,10.4,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
48,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen,1997.5,1,50.13,11.87,770,None,,,47,Picea abies,Temperate,Forest,Managed,Evergreen,Aggrading,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,Exclusion,710,,,,,,,107,210,500,0.3,,,,,0.73,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,16,0.73,15,0.99,0.109,0,,,None,2.94,2.97,2.97,2.97,2.97,,,,,,,,,,,,290,290,,240,290,530,,10.4,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
49,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen3,1997.5,1,50.13,11.87,770,None,,,87,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.79,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,14,0.81,5,0.8,0.117,0,,,None,2.58,3.22,3.22,3.22,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
50,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen3,1997.5,1,50.13,11.87,770,None,,,87,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.79,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,24,0.85,10,0.73,0.141,0,,,None,2.99,4.1,4.1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
51,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen3,1997.5,1,50.13,11.87,770,None,,,87,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.79,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,12,0.93,15,0.55,0.166,0,,,None,2.89,5.26,5.26,5.26,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
52,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen2,1997.5,1,50.13,11.87,770,None,,,111,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.93,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,16,0.8,5,1.03,0.105,0,,,None,2.94,2.86,2.86,2.86,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
53,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen2,1997.5,1,50.13,11.87,770,None,,,111,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.93,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,21,0.8,10,1.01,0.119,0,,,None,3.32,3.29,3.29,3.29,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
54,00:00.0,1565,Buchmann,,,BBL,Germany,,Wiedenbrunnen2,1997.5,1,50.13,11.87,770,None,,,111,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.93,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,14,0.7,15,1.05,0.119,0,,,None,3.45,3.29,3.29,3.29,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
55,00:00.0,1565,Buchmann,,,BBL,Germany,,Coulissenhieb,1997.5,1,50.13,11.87,770,None,,,146,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.7,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,21,0.75,5,0.87,0.087,0,,,None,2.08,2.39,2.39,2.39,2.39,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
56,00:00.0,1565,Buchmann,,,BBL,Germany,,Coulissenhieb,1997.5,1,50.13,11.87,770,None,,,146,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.7,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,30,0.71,10,0.85,0.103,0,,,None,2.38,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
57,00:00.0,1565,Buchmann,,,BBL,Germany,,Coulissenhieb,1997.5,1,50.13,11.87,770,None,,,146,Picea abies,Temperate,Forest,Natural,Evergreen,Mature,Cambic podzol,Dry,,,,,,5.8,890,,,,IRGA,30,0.58,,,,,,,,,,,,,,,,,0.7,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,22,0.72,15,0.73,0.117,0,,,None,2.35,3.22,3.22,3.22,3.22,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,-0.13,0.13,50.25,11.75,744.97,6.52,799.2,7.13,1998,97.806,0.896,0.554,,,,,,1.684
58,00:00.0,3138,SÃ¸e,,Q03,BBL,Germany,,Hainich,2000,1.5,51.08,10.45,440,None,,,250,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisol (clay loam),Dry,,,,,,8.4,855,,,,IRGA,30,1,,,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,12,0.95,5,0.72,0.12,0,,,Negative,2.39,3.32,3.32,3.32,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10 calculated from equation,-0.08,-0.45,51.25,10.25,783.33,6.88,769.2,8.12,2000,134.897,0.778,-0.105,,,,,0.82,1.551
59,00:00.0,3138,SÃ¸e,,Q03,BBL,Germany,,Hainich,2001,1.5,51.08,10.45,440,None,,,250,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisol (clay loam),Dry,,,,,,8.4,855,,,,IRGA,30,1,,,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,,,,15,0.68,5,1.02,0.1,0,,,Negative,2.77,2.72,2.72,2.72,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10 calculated from equation,-0.08,-0.45,51.25,10.25,783.33,6.88,852.4,7.18,2001,134.897,0.778,0.512,,,,,0.82,1.551
60,00:00.0,1416,Andrews,,,BBL,USA,North Carolina,Duke FACE,1997,1,36.07,-79.1,,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Isotope,60,1,Isotope,956,,,,,,,,289,667,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.3,,,119,,302.5,119,421.5,,,,,,,,,,,,,-0.07,0.1,36.25,-79.25,1088.02,14.49,1032.4,14.18,1997,163.498,0.592,-0.34,,,,,,2.196
61,00:00.0,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,1997,1,36.07,-79.1,,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Soda lime,60,1,,1067,,98,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",,,,,,,3,,,,,,,,,,,,2.3,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.1,36.25,-79.25,1088.02,14.49,1032.4,14.18,1997,163.498,0.592,-0.34,,,,,,2.196
62,00:00.0,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,1998,1,36.07,-79.1,,None,,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Soda lime,60,1,,928,,98,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",,,,,,,3,,,,,,,,,,,,2.3,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.1,36.25,-79.25,1088.02,14.49,1216.1,15.68,1998,163.498,0.592,0.783,,,,,,2.196
63,00:00.0,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,1997,1,36.07,-79.1,,CO2,575 ppm,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Soda lime,60,1,,1183,,5,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",,,,,,,3,,,,,,,,,,,,2.3,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.1,36.25,-79.25,1088.02,14.49,1032.4,14.18,1997,163.498,0.592,-0.34,,,,,,2.196
64,00:00.0,1736,Andrews,,,BBL,USA,North Carolina,Duke FACE,1998,1,36.07,-79.1,,CO2,575 ppm,,15,Pinus taeda,Temperate,Forest,Managed,Evergreen,Aggrading,Ultic alfisol,Dry,,,,,,15.5,1140,,,,Soda lime,60,1,,1176,,5,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",,,,,,,3,,,,,,,,,,,,2.3,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.1,36.25,-79.25,1088.02,14.49,1216.1,15.68,1998,163.498,0.592,0.783,,,,,,2.196
65,00:00.0,1263,Arneth,,,BBL,New Zealand,,Arneth1,1995,3,-42.87,172.75,198,None,,,8,Pinus radiata,Temperate,Forest,Managed,Evergreen,Aggrading,"Inceptisol, Ustrochrept",Dry,,,,,,10.8,658,,10,696,IRGA,,,Subtraction,950,40,,,,,,,640,310,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,1220,590,940,,,200,,110,200,310,,,,,,,,,,,,,-0.13,0.25,-42.75,172.75,680.16,11.38,848.6,11.27,1995,126.812,0.423,1.328,,,,,,2.339
66,00:00.0,1262,Arneth,,,BBL,New Zealand,,Balmoral Forest plantation,1996,1,-42.87,172.75,198,None,,,0,Pinus radiata,Temperate,Forest,Managed,Evergreen,Aggrading,Balmoral stony sandy loam,Dry,,,,,,10.8,547,,9.9,532,IRGA,,,,370,,49,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,1.9,5,25,,,,1690,1190,500,880,,,200,,110,200,310,,,,,,,3400,,,4300,65,Good refs on problems w/ static alkali technique,-0.13,0.25,-42.75,172.75,680.16,11.38,795,11.2,1996,126.812,0.423,0.906,,,,,,2.339
